,Year,Song,Artist
8769,,The Song from Moulin Rogue Where Is Your Heart,Percy Faith & Felicia Sanders
8770,,What To Do,Alias
8771,,Girl Nation [Live],D.A.D.
8772,,But Not For Me,Frank Vignola
8773,1997.0,You Know It's True,The Cat's Miaow
8774,1989.0,All Burned Out,Savoy Brown
8775,,Edo Pou Ta Leme,Angela Dimitriou
8776,2002.0,Hey Sexy Lady,Shaggy / Brian & Tony Gold
8777,,RAMUKA,Tri Atma
8778,,Change The Way (Highlands Album Version),White Heart
8779,,El troyano,Alfredo Gutiérrez
8780,2007.0,Thriller,Fall Out Boy
8781,,The Plot To Bomb The Panhandle (Album Version),A Day To Remember
8782,,1000 Of Years Ago,Namatjira
8783,,Megaton B-Boy 2000 (LP Version),Handsome Boy Modeling School
8784,1992.0,Sent By Angels,Arc Angels
8785,2002.0,Wendy,Jesse Malin
8786,,Fried Neck Bones And Some Home Fries,Santana
8787,,Crosses of crossed colors 3,Henri Pousseur
8788,,Eyes Of A Stranger (Album Version),P.O.D.
8789,,Qing Yi Shi,Leon Lai
8790,2004.0,Getto Boys,Jack Orsen feat. Fumanschu_ Justus
8791,2005.0,Superscout,Sensations
8792,,Le Fiacre,Gisele MacKenzie
8793,2007.0,No Volveras A Mi,KALIMBA
8794,1998.0,Black Celebration,Monster Magnet
8795,,Sophie,Eleanor McEvoy
8796,,Another Land (World),Davol
8797,,Please Heart_ You're Killing Me,Eleanor McEvoy
8798,2008.0,Meeting Daisy,Alexandre Desplat
8799,,Song Of Australia - Canto 6 (2009 Digital Remaster),Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers
8800,,Ke T' Oniro Egine Efialtis,Despina Vandi
8801,,Mr. Goose,The Charms
8802,1992.0,Would?,Alice In Chains
8803,2000.0,The White's Bedroom - Fire Escape,The Plasmatics
8804,,The Yellow Rose Of Texas,Roy Rogers
8805,2004.0,The Line,The Small Knives
8806,2005.0,Trapdoor,Chase & Status
8807,2010.0,Plastic People,Four Tet
8808,2001.0,Revolution,Superchumbo
8809,,So Nice - Original,Leroy Hutson
8810,2000.0,Mientras me quieras,Tranzas
8811,,Alpha River,Eclier
8812,1984.0,Salamanders In The Sun,Steve Vai
8813,1991.0,Sister Seagull (Live),Be Bop Deluxe
8814,,Act Won (Things Fall Apart),The Roots
8815,,Wie ein Eisbär sein,Geier Sturzflug
8816,,Goodbye Broadway_ Hello France,Billy Murray
8817,,Exit People,Fergie
8818,2000.0,Down In The Jungle,Monster Magnet
8819,,Te Quiero Mamma,Sergio Dalma
8820,,Skymning,Groupa Med Lena Willemark
8821,1996.0,Don't Take Your Love Away From Me (Album Version),Randy Travis
8822,1999.0,Love Happens Just Like That (LP Version),Bryan White
8823,1982.0,Losing True (Album Version),The Roches
8824,2001.0,Run,Lighthouse Family
8825,,the tales of King Solitude 1:3,Clockwise
8826,2007.0,Teenage Queen (Album Version),Aiden
8827,2007.0,The Same Old Innocence,Architecture In Helsinki
8828,,S*B*Y,An Cafe
8829,2006.0,It Doesn't Matter Where_ Just Drive,Snow Patrol
8830,1996.0,The Golden Rocket,Johnny Horton
8831,,La Sitiera,Barbarito Diez
8832,1997.0,Speak Low,Charlie Byrd
8833,2002.0,Scelxenak,Orthrelm
8834,,Gross Throw-up Burp (Sonnerie_ Ringtone),Blingtones
8835,,You Don't See Into The Blues Like Me,Lonnie Johnson
8836,1980.0,When A Man's In Love,The Chieftains
8837,,Dirty Old Man,Len Barry
8838,,Sanity Fades,Steel Rain
8839,,Serenata,Orquesta Romantica de La Habana
8840,1999.0,Master_ Faster_ Sweet Desaster,Nightfall
8841,,My Man's Gone Now,Rhian Lois
8842,2003.0,Price I Pay,Jane's Addiction
8843,,"Silent Night (Featuring Geoffrey Jones_ Terrence ""T-Bone"" Frierson_ Billy Steele)",Sounds Of Blackness
8844,1999.0,Earth Child (World),Sharon Burch
8845,1987.0,Sweet Child O' Mine,Guns N' Roses
8846,,Never Again (Album Version),Killswitch Engage
8847,,Girls,Ayo
8848,,Thanks God I'm A Country Boy,Mr. Blue
8849,,Playboy Theme,Bob Wills
8850,,Fritzy & Helen Hanft (Album),Mark Lowry
8851,,Around The World,Parallel Sound
8852,,La Saint-Jean d'été,Jean Segurel
8853,1998.0,Java Sparrow,Terry Callier
8854,,Love Oh Love (Live in Chicago),Leroy Huston
8855,,Four Days Late (Studio Track w/o Background Vocals),Karen Peck And New River
8856,,Pleasure Zone Mix,Joy Kitikonti
8857,1994.0,The World In My Hands (We Are One),SNAP!
8858,,MONDAY_ MONDAY,Bobby Broom
8859,,I Just Love Old People (Rocky Mountain Homecoming Version),Jake Hess
8860,1990.0,We're Out Of Gas,Alan Silvestri
8861,1995.0,Superstar,For Squirrels
8862,,Blues As Blues Can Get,Chris Farlowe
8863,,Gyere velem,Taboo
8864,1993.0,Be Stiff (Live),Devo
8865,1982.0,Komm Computer,Frl.Menke
8866,,Empty Bottles,The Hollywood Brats
8867,,I Wonder Where You Are Tonight,Carl Smith
8868,,God Keeps A Candle,The Nelons
8869,1972.0,The Gold It's In The ... (1996 Digital Remaster),Pink Floyd
8870,,Bootleg Rum Dum Blues,Blind Blake
8871,,Tu Ex Amor,El Tiempo
8872,,She Spoke 2 Me ( Extended Remix LP Version),Prince
8873,,Husbands And Wives,Roger Miller
8874,1980.0,Splendido Sundance,Al Di Meola
8875,,Too Tight Blues No. 2,Blind Blake
8876,,Madeleine,Marcel Mouloudji
8877,,You Saved My Life,Kieran
8878,,Dekh Le,Sunidhi Chauhan / Anu Malik / Jatin Sharma
8879,2005.0,New Born Soul,The Blind Boys Of Alabama
8880,1999.0,El Oro De La Gallina De Los Huevos,Seguridad Social
8881,2007.0,Prends-Moi La Main,Princess Lover
8882,,If You Leave Me Now,Brazilian Tropical Orchestra
8883,1996.0,War?,System of a Down
8884,2006.0,So Many Roads,Joe Bonamassa
8885,2010.0,Oceans,Vex'd
8886,2005.0,Don't Look Back (Radio Edit),Antigone Rising
8887,,Am I Losing You,The Cate Brothers
8888,,She's My Woman,Crusaders
8889,,Where Are You,Abbott & Chambers
8890,,Con el chacacha del tren (Cancíon por Rumba),Triana Pura
8891,,Maria Betania,Quinteto Violado
8892,,"Inrtoduction ""Hing Hye Srder",Karnig Sarkissian
8893,,Master Mantrol (Dub / Instrumental Reggae Music),Mikey Dread
8894,,Old Woman From Wexford,Tommy Makem;The Clancy Brothers
8895,,Love_ Respect & Loyalty (feat. Sophie & Cait La Lee),Proficy
8896,2003.0,Moonlight Serenade,Klaus Badelt
8897,2001.0,Chi Chi Man,T.O.K.
8898,,At the Fountain (Reprise) (Brian d'Arcy James & Ensemble),Marvin Hamlisch;John Lithgow;Jeffrey Huard
8899,,Kinky Woman,Jimmie Vaughan
8900,,Passion_ Love & Pain (Feat. 25 Kids),Serpentine
8901,,In My Arms (Live Auditorio Nacional 08),Aleks Syntek
8902,,Say Something,Tony Tuff
8903,2003.0,N.Y. Electric / Hunter Interlude,Aesop Rock
8904,1999.0,Expolodera (som dynamit),Caramell
8905,2005.0,Sweet To Mama,Frank Stokes
8906,2005.0,Common sense,Winston McAnuff_ The Bazbaz Orchestra
8907,,Perro Faldero,Los Traileros Del Norte
8908,,Throwdown At The Hoedown (LP Version),Bela Fleck And The Flecktones
8909,,Wisdom,Cedric Myton
8910,,I Can't Wait Until Tomorrow (Live),Gary Moore
8911,,Raccolto,Stefano Battaglia_ Giovanni Maier_ Michele Rabbia
8912,2006.0,I Was a Human Bomb for the FBI,Zombina & The Skeletones
8913,2002.0,Im Club,Massive Töne
8914,,Baiao Malandro,Egberto Gismonti
8915,,Wild Ride (From the album Steel And Fire),Mick Clarke
8916,1990.0,Les Fleurs,Minnie Riperton
8917,2005.0,Sea_ Subsurface,Aisha Duo
8918,,People = Sh*t (live) (Album Version),Slipknot
8919,2006.0,Como Olvidar (Merengue Versión),Olga Tañón
8920,1993.0,New Morning (Live),Nick Cave & The Bad Seeds
8921,2007.0,It's Alright Bruv,Cockney Rejects
8922,2006.0,Svedomi,Krystof
8923,,De Lai Bu Yi,Justin
8924,,Birak Yakami,Ebru Yasar
8925,2003.0,Hasta Los Huesos,Andy & Lucas
8926,2005.0,Cumberland Gap,Danny Barnes
8927,,Mood Indigo,The Knightsbridge Strings
8928,1970.0,Hesitation Blues,Hot Tuna
8929,,We Are The Reason - Medium key performance track w/o background vocals,Ultimate Tracks
8930,1967.0,Monday Morning Blues,Mississippi John Hurt
8931,2008.0,Class Act,James Hunter
8932,,Side By Side,Xmilk
8933,,Meteorito,Chacho
8934,,The Ballad Of St. Anne's Reel,Ronnie Drew
8935,,Somebody Stop Me,Emilio
8936,,Mother's Luv,Usher Featuring The Nu Beginning
8937,1991.0,John the Revelator,Blind Willie Johnson
8938,,I'll Never Be Able (To Tell It All) (High Key-Studio Track w/o Background Vocals),Karen Peck And New River
8939,,The Kangaroo Theory,Edelweiss
8940,,Mélodie d'Amour,Edmundo Ros & His Orchestra
8941,1997.0,More,The Crystal Method
8942,2000.0,Venite Pa' Maracaibo,Guaco
8943,2001.0,Bath Of Least Resistance,NOFX
8944,,Nocturne For Piano No. 8 In D Flat Major_ Op. 84 No. 8 (also in Huit pièces brèves_ Op. 84/8),David Jalbert
8945,,Reunited,Louisa Mark feat. Kevin Henry
8946,2008.0,I Swear the Visine is for my Allergies,Salt The Wound
8947,2002.0,Shifter,Timo Maas featuring MC Chikaboo
8948,,Monologue With the Sky,Havok
8949,,Corre_ Corre (Keep On Running),Los Salvajes
8950,2007.0,After I Made Love To You,BMX Bandits
8951,,It's The Three Of Us Left,Rustless
8952,,Freed From Desire (Alternate Mix),Flame
8953,,1900's Madness #1,Ennio Morricone
8954,,Intro. (The Plan Album Version),Raze
8955,2008.0,Love Like This,Natasha Bedingfield
8956,2005.0,Lion Paw,Fyah Blaze
8957,1993.0,Erick Sermon,Erick Sermon
8958,1984.0,Canta Una Canción De Amor,Alejandro Lerner
8959,,Half Way Out The Door (Live),Elvin Bishop
8960,,Soundtracks and Come Backs (radio mix),Goldfish
8961,2002.0,Tell Me,Toni Braxton
8962,,Den S'Adiko,Natassa Theodoridou
8963,,Where You From,DJ Godfather
8964,1992.0,Honey Fingers,Richard Galliano
8965,,Gloria,Julissa
8966,1999.0,Love You Again,Marc Dorsey
8967,,Die Zeit,Oesch's die Dritten
8968,2007.0,Point And Shoot (Demo),Pepper
8969,2005.0,The Michael Vick Song,Tim Wilson
8970,,Believe (Album Version),Josh Groban
8971,,Subida y entrada al cante,Varios
8972,,Goor,Plaza
8973,,Angel [2004],Neema
8974,,O Come_ O Come Emmanuel,Margaret Becker
8975,1997.0,Burn 'Em Down (LP Version),Sick Of It All
8976,,Cuatro Veinte,Gonzalo Rubalcaba
8977,,Tout bizwen (feat. Milca_ Synn'Tya_ Shaolin),Leila Chicot
8978,,Funny How Time Slips Away,Roy Drusky
8979,,Music By Numbers (2001 Digital Remaster),Penguin Café Orchestra
8980,,Dont Push Me Away,Jim Jones / Chink Santana
8981,,Run And Tell,The Perrys
8982,1999.0,Cuttin' the Tree,John Wesley
8983,,Klaio Gia Sena (Niagaras),Giorgos Marinis
8984,,Sauer,Klimperei
8985,2005.0,L.S.M.,Year of Desolation
8986,2007.0,Cycle Time,Liars
8987,,Llorando Por Amor,Flor Silvestre
8988,,Heart's Grown Cold (LP Version),Blackfoot
8989,1994.0,To Sir With Love,Lady Saw
8990,,New Milk Cow Blues,Moon Mullican
8991,2005.0,Deep Blue,Dave Eggar
8992,2001.0,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),X-ecutioners featuring Tom Tom Club & Biz Markie
8993,,High On the Mountain,The Del McCoury Band
8994,2001.0,Is It Love,3 of Hearts
8995,2009.0,Falling Apart,Dario Marianelli
8996,2006.0,Signs Can Hear All,Ciaran Byrne
8997,,I Will Turn Your Money Green (Take 1),Furry Lewis
8998,2004.0,Beauty Supply And Demand,Busdriver
8999,2003.0,Transmission (Album Version),Static-X
9000,,Superstar (feat. J-Noxx),Hollowtip
9001,,Baila Cariño,Pete Bamboo
9002,2002.0,Strip The Soul (album version),Porcupine Tree
9003,,Sangria (Nomadbrothers Remix feat. Rio),Tania Maria
9004,1994.0,Come Dance With Me,The Token
9005,,Te Quiero Mas,The Party Group
9006,1992.0,Head Banger,EPMD
9007,2009.0,The Lord's Prayer,Dario Marianelli
9008,1996.0,Raw Power,Iggy And The Stooges
9009,1990.0,I'm Chillin,Kurtis Blow
9010,,La Blessure,Eric Demarsan
9011,,Alla Mot Alla,Kent
9012,1993.0,One Moment With You,Jackie Wilson
9013,,Nuestras Sevillanas 1,Los Del Rio
9014,,Parabolics Studies 6,Henri Pousseur
9015,,Feverish,Spitfire
9016,,COLD MORNING,Portobello
9017,2008.0,Syrup Sipping (Banner Beat Break),David Banner
9018,,Party Favours (Dee Dee's Flukey Remix),Bionikworld
9019,,Keep Walking,The Wilburns
9020,2005.0,4 Words (To Choke Upon),Bullet For My Valentine
9021,,The Carnival  feat. Japjit Kaur,Niraj Chag
9022,,Is It Wrong,Warner mack
9023,,learn (Album Version),One Be Lo
9024,2005.0,Xenophobic Hate Machine,Bodies In the Gears of the Apparatus
9025,,Lay All Your Love On Me (LP Version),Information Society
9026,,Ella Speed,Rick Ross
9027,2003.0,Chatma,Tinariwen
9028,,The way to Peace,Uman
9029,,How It Begins,Ice & Breeze
9030,,Chanson D'Amour,Jean-Jacques Goldman;Edith Lefel;Malavoi
9031,,My Love,Irish Tenors
9032,,The Cool (Amended Album Version),Lupe Fiasco
9033,1997.0,Roses,Silverchair
9034,,Le Droit Des Pères (Live Electrique),Cali
9035,1990.0,Long Way From Home,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan
9036,,He Was Here,Scott Krippayne
9037,1996.0,Love & Understanding,Lady Saw
9038,,Cry Of My Heart,Wayne Watson
9039,2007.0,In Hell (Album Version),A Perfect Murder
9040,,Up Jumped The Devil - Live,Clarence Gatemouth Brown
9041,2007.0,We Are The Ones (Lounge Version),Zombie Girl
9042,,We're Not Gonna Bow,Jeff And Sheri Easter
9043,,Mefistofele/Spunta... l'aurora pallida...,Michèle Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti
9044,1998.0,Ralph's Rhapsody,Ray Lynch
9045,,Va Por Usted,Rocio Jurado
9046,,The last havoc,Necrodaemon
9047,1972.0,Stand By Me,Atomic Rooster
9048,1984.0,Brooklyn On A Saturday Night,Neil Diamond
9049,,Le Bug (Live 2005),M
9050,,El Gato Confite,María Elena Walsh
9051,2000.0,Volvere,OV7
9052,,Lost in Marrakesh with Entropik (Pathaan's Mirage Mix),Ancient Astronauts
9053,1997.0,Estimate,Slum Village
9054,,Suburban Living,Yuppie Pricks
9055,1986.0,Badrock City,Big Audio Dynamite
9056,,The Lakes Of Pontchartrain,Planxty
9057,,Fly Away (Instrumental),HardNox
9058,2000.0,Psalm 27,Donnie McClurkin
9059,1991.0,Chicago Bound Blues,Bessie Smith
9060,,Herz an herz (Live Version),Paso Doble
9061,1986.0,Papa Legba (2005 Digital Remaster),Talking Heads
9062,2004.0,I Know Where I Am Now,Jake Hess
9063,1988.0,Liquid Mercury,Jimmy Page
9064,,Falling Stars,Desert Dwellers
9065,1969.0,Waitin' For The Wind,Spooky Tooth
9066,2003.0,Your Revolution Is A Joke,Funeral For A Friend
9067,1995.0,Q Loop,Basic Channel
9068,,Neon Psychedelia,Sweet
9069,,CrossBreed,Sound Field
9070,1997.0,Make It Last,The Ataris
9071,,I'm Blue (LP Version),The Rascals
9072,2008.0,Origins And Endings,Winds Of Plague
9073,,Sincérité (feat. Ludo),Leila Chicot
9074,,Stainless Steel Gamelan,John Cale
9075,,50_000 Miles Beneath My Brain (Live),Ten Years After
9076,,Baby Mama,Camp Lo
9077,2005.0,American Girl,Brooke Valentine
9078,,Red Castle,Pumpkin Buzzard
9079,,Liian vähän aikaa,Fredi
9080,1987.0,22 Going On 23,Butthole Surfers
9081,2008.0,Private Dancer,Heavy D
9082,,DJs Are The New Rockstars-Live Mashup Mix 7,DJ Godfather
9083,1997.0,Lappi Pt IV Etiäinen,Nightwish
9084,2009.0,Michael Nobody aka Poetic Death,Snowgoons
9085,1995.0,Estoy Aquí,Shakira
9086,,Mirame A La Cara (Version Salsa),Andy & Lucas
9087,,Shake That Thang,DJ Omega
9088,,Free,Darwin Hobbs
9089,1992.0,I Want You,Sophie B. Hawkins
9090,2000.0,Malice,Behemoth
9091,,Why Don't You Do Right (Album Version),Jim Kweskin with Samoa Wilson
9092,,It Ain't No Use,Jimmy McCracklin
9093,2007.0,Red Gun,The Forms
9094,2008.0,Ride Out Dip,Crucial Conflict
9095,,Tuck That Sh*t,Messy Marv
9096,2001.0,Arco Arena,Cake
9097,1994.0,Pictures To Prove It,The Mighty Mighty Bosstones
9098,2004.0,Stop The World,RIDDLIN' KIDS
9099,,Baby Please Don't,Tampa Red
9100,2005.0,Things I Don't Understand,Coldplay
9101,,Mi Gitana (feat. The Dey),Los Del Rio_ The D.E.Y.
9102,,Hold On (Album Version),The Rance Allen Group
9103,2006.0,I Can't Rest,Fontella Bass
9104,,Love Island (LP Version),Eumir Deodato
9105,1995.0,You Are Everything,Regina Belle
9106,2004.0,Wo Ai Ni_ Zai Jian!,Sammi Cheng
9107,1983.0,A Piece Of My Heart,Gang Of Four
9108,,Nostalgia for Infinity,Jonn Serrie
9109,1998.0,Marvel Hill,The Cardigans
9110,,Let's Get High (Yves Larock Radio Edit w Rap),Anane
9111,,Raindrops Keep Falling On My Head,David Arkenstone
9112,,Live Then Lay,Naughty By Nature featuring Phiness
9113,1926.0,Got The Blues,Blind Lemon Jefferson
9114,,Turn Yourn Radio On,Andy Griffith
9115,,Serenata,Tranzas
9116,1975.0,Donnez-nous des jardins,Pierre Perret
9117,1999.0,Love Is What We Make It,Kenny Rogers
9118,,So Long (Originally Performed by Abba),The Meatmen
9119,,Mr. Crump,Mum
9120,,Brown Eyed Girl,The Sonics_ Charlie & The Tunas
9121,1981.0,Start Me Up,The Rolling Stones
9122,,C'est pour vous que je chante,Les Hou-Lops
9123,,New Round And Round,Casey Bill Weldon
9124,,Lucky Fellow - Original,Leroy Hutson
9125,,Mi Vida Se Pinto De Gris,Yndio
9126,2009.0,Good Morning Captain,The Black Crowes
9127,,Jumke,Sukshinder Shinda
9128,1966.0,Coffee Blues,Mississippi John Hurt
9129,1974.0,Human Being,The New York Dolls
9130,,No Love To Give (LP Version),The Rascals
9131,,Words- Till the mornin' comes Mix,Liquid Spill
9132,1956.0,Please Love Me,B.B. King
9133,1979.0,Reefer Head Woman,Aerosmith
9134,1964.0,Ain't She Sweet,The Beatles / Tony Sheridan
9135,2009.0,Bside,Various Production
9136,1988.0,Twist Y Gritos (Twist & Shout),Los Fabulosos Cadillacs
9137,1970.0,Immigrant Song (Album Version),Led Zeppelin
9138,,The Power Of,Nora
9139,2007.0,Festival Of Holi,Brian Tyler
9140,,Having A Little Talk With Jesus,Brenda Lee
9141,2004.0,Kuolema Tekee Taiteilijan,Nightwish
9142,,Tennessee Central Number Nine,Pee Wee King
9143,,Don't Stop,Scweez
9144,1986.0,Soda Pop,John Fogerty
9145,,It Must Be Everywhere (Complete Version),Nazz
9146,,Mon Legionnaire,Marcel Azzola
9147,,You Were There,Fläskkvartetten / Daniel Bellqvist
9148,,BOOM!!!,Albin Myers
9149,2004.0,Other Side of You,DJ Harry
9150,,Kissing Game,2XL
9151,,Un Minuto Contigo (One Moment),Edmundo Ros
9152,1973.0,¡Hola_ Pequeño Ser!,Pescado Rabioso
9153,,Everyday Struggle (Bonus),Agency 1.9.9.4
9154,,Everybody's Someone (Gateway Mix),Leann Rimes & Brian McFadden
9155,,Man Smart Woman Smarter,Robert Palmer
9156,,Gloria (In The Name Of Love Album Version),Audio Adrenaline
9157,,Two of a Kind,Frost
9158,,Shen Lai,Dylan Kuo
9159,,The Preacher,The Bronx Horns
9160,,Principe Nino,Gonzalo Rubalcaba
9161,2002.0,Blues All Around My Bed,Precious Bryant
9162,2000.0,Paper Thin,Leona Naess
9163,,Another Day Another Night,Klubbingman feat. Beatrix Delgado
9164,1971.0,Carolan's Concerto,The Chieftains
9165,1993.0,Gangsta Lean (Gangstapella),D.R.S.
9166,1998.0,Cafe deClouet,Galactic
9167,,Hired Security,The Harvard Lampoon Comedians
9168,1990.0,Slipping Away/Here Is Kazmeyer,Information Society
9169,1988.0,The Unidentified Flying Object,Perrey And Kingsley
9170,,Comfort Creek,Barbara Fairchild
9171,,Cierra Los Ojos Y Juntos Recordemos - Original,Yolandita Monge
9172,,Love Is Gone (Eddie Thoneick's Liberte Mix),David Guetta - Joachim Garraud - Chris Willis
9173,2006.0,Destroy Everything (Album Version),Hatebreed
9174,2009.0,The Gre(A)t Depression,Anti-Flag
9175,,See You in the Morning,Pam Thum
9176,1996.0,Automatic,Less Than Jake
9177,2003.0,I Don't Wanna be a War Hero,Anti-Flag
9178,,Bestio Tergum Degero Pt. 3,Pelt
9179,,Kick_ Push II (Album Version),Lupe Fiasco
9180,,Snapshot Samurai,Her Majesty's Finest
9181,,True Love,Tyrone Taylor
9182,,Introitus: Requiem: Dies Irae,Kuijken Kwartet
9183,1992.0,You're My First Lady,T.G. Sheppard
9184,,Christmas Won't be the Same Without Johnny,Dr. Elmo
9185,,Nocturne For Piano No. 5 In B Flat Major_ Op. 37,David Jalbert
9186,1994.0,Ma Préférence (Live),Julien Clerc
9187,1992.0,Hold On,The Jason Bonham Band
9188,2001.0,We Got What You Want,Busta Rhymes
9189,,East Bay Bounce,Paul Taylor
9190,,Teska (Teska),Greek Gypsy Musicians
9191,2004.0,Forever,VHS Or Beta
9192,1988.0,One Night Alone,Vixen
9193,,Infant Dreams,Bill Douglas
9194,,Why,Kol Simcha
9195,,All The Way,Joey McIntyre
9196,,Mom,Josh Mullins
9197,,Ballroom Floor,Dennis Brown
9198,,Goodnight Irene,Kingston Trio
9199,1975.0,Music In Dreamland,Be Bop Deluxe
9200,,Ole Con Ole,Peret
9201,,Touch Your Button Carnival Jam,Wyclef Jean featuring will.i.am and Melissa Jiménez;Wyclef Jean featuring Machel Montano_ Daniela Mercury_ Black Alex_ and Djakout Mizik
9202,2006.0,90er,Headliners
9203,,Itinerario,Clementina De Jesus
9204,1985.0,Stephanie Says,The Velvet Underground
9205,1992.0,Music And Politics,The Disposable Heroes Of Hiphoprisy
9206,,Free (lp),Big Audio Dynamite
9207,,Más Y Más,Mazz
9208,2004.0,Under The Weather,KT Tunstall
9209,,Say Goodbye,Barry Manilow
9210,,Fleur De Paris,Jean Marc Thibault
9211,,Jahuu_ Gandiva laulaa!,Sabda Brahma
9212,,After All The Love Is Gone,Alias
9213,,Wake Up Call (Album Version),The Prodigy
9214,,Where Are You?,Arthur Tracy
9215,2003.0,Carita De Rosa,Gertrudis
9216,,Zambele (1997 Digital Remaster),Clara Nunes
9217,2000.0,World Comes Tumblin' Down,The Distillers
9218,,Big World,David Saylor
9219,,LOVESICK - Obsession in ¾ Time,Philippe Sarde
9220,2005.0,All Alone (Live),Gorillaz
9221,,Jesus Is the Lord,Andrae Crouch
9222,,Pobre diabla (Directo 09),Carlos Baute
9223,,The Object Of My Affection,Russ Morgan
9224,1993.0,Please Come Out Tonight,Phil Collins
9225,,Llegaste Tú,Huey Dunbar
9226,2002.0,Celluloid Heroes,Bon Jovi / Ray Davies
9227,2005.0,First Day (Album version),Timo Maas
9228,,Jole Brun,Harry Choates
9229,,Bed Of Roses,Warrant
9230,1967.0,Wives ( LP Version ),Bill Cosby
9231,,Credits,Pete Miser
9232,,Bonita,Barbara Lusch
